name;title;purchase_date
Courtney Porter;SOCOM: U.S. Navy Seals: Combined Assault;2004-07-20
Alan Beach;Wakeboarding Unleashed Featuring Shaun Murray;1978-03-21
Shaine Parsons;NHL 16;1953-03-13
Lacey Smith;Wooden Sen'SeY;1907-03-21
Skyler Hobbs;NHL 07;1920-12-28
Evelyn Love;Double Kick Heroes;1983-10-03
Eric Bond;Darkest of Days;1975-03-27
Amy Harris;Scribblenauts Unlimited;1968-07-01
Kylynn Knight;Risen;1948-10-17
Karen Small;Soldner: Secret Wars;1978-12-28
Amelia Irwin;Poi: Explorer Edition;2001-06-14
Meghan Bullock;Mount & Blade: Warband;1950-03-14
Vaughan Payne;Samurai Jack: Battle Through Time;1975-01-25
Angelica Hardy;Middle-earth: Shadow of War;1918-12-15
Abel Downs;Knights And Bikes;2022-12-16
Leslie Nicholson;Bastion;1961-08-13
Erica Holden;Redeemer: Enhanced Edition;1919-04-14
Stephanie Pacheco;Sword Art Online: Fatal Bullet;2012-02-22
Orson Weaver;Bomberman Land Touch!;2018-10-06
Craig Mccarthy;Hitman: Absolution;1974-06-05
Veda Kelley;Prototype;1957-10-22
Xavier Hartman;Block Factory;1933-03-19
Cameron Mclaughlin;Warhammer 40,000: Inquisitor - Martyr;1922-05-31
Emily Price;TV Superstars;1933-02-06
Imogene Fuller;Indivisible;2000-02-23
Jaden Acevedo;Batman: Arkham Asylum;2020-12-15
Aurelia Stephenson;Spelunky;1993-06-22
Gretchen Mcknight;World Soccer Winning Eleven 8 International;1954-07-02
Emerson Jackson;ITTA;2001-03-27
Forrest Ford;BlazBlue: Calamity Trigger Portable;1905-12-27
Zenia Boyle;Silent Hill: Homecoming;1925-04-16
Evelyn Love;Dragon Quest Swords: The Masked Queen and the Tower of Mirrors;1977-09-06
Fuller Underwood;The Solus Project;1948-11-07
Stacey Hubbard;Madden NFL Arcade;1944-05-17
Marny Maddox;Worms Clan Wars;1903-03-03
Sheila Oliver;Masquerada: Songs and Shadows;1952-11-03
Jeanette Hodge;Tales of Legendia;1925-12-22
Hu Huff;Zeno Clash II;1980-06-05
Kiona Rosario;Tom Clancy's Ghost Recon: Jungle Storm;1962-05-25
Leslie Nicholson;Command & Conquer: Red Alert 3;2014-12-02
Cyrus Duran;Psycho-Pass: Mandatory Happiness;1961-12-21
Maryam Chan;The Godfather: Mob Wars;1915-10-24
Benedict Blair;Create;1991-02-23
Nehru Garrett;Grim Fandango Remastered;1934-09-05
Jesse Schmidt;MotoGP;1900-10-06
Sophia Fletcher;Greed Corp;1911-06-22
Caryn Harrell;Speed Kings;1982-06-15
Lana Daugherty;Spartan: Total Warrior;1906-06-17
Erica Holden;Mighty Milky Way;1928-03-06
Plato Mckinney;The Guest;2010-10-23
Vaughan Payne;The Perils of Man;1994-09-21
Elmo Key;Project Highrise;1914-03-01
Priscilla Cervantes;Alder's Blood;1964-01-05
Hadassah Wood;Harry Potter and the Goblet of Fire;1900-04-29
Brenden Battle;Breakdown;1966-08-03
Shad Ayala;Secret Agent Clank;1963-09-16
Heather Durham;Blues and Bullets - Episode 1: The End of Peace;1957-03-22
Genevieve Leon;G.I. Joe: The Rise of Cobra;1968-08-01
Macaulay Burch;SSX Tricky;1980-02-17
Neil Blackwell;Block Factory;1911-10-29
Devin Valentine;Crysis;1916-12-25
Jillian Ellis;Dance Dance Revolution Extreme;1992-09-27
Aurelia Stephenson;Vampire Night;1998-03-20
Zachary Palmer;Monster Energy Supercross - The Official Videogame 3;1944-10-05
Daquan James;Puzzle Chronicles;2007-01-10
Fulton Oneal;ShootMania Storm;1977-09-29
Marshall Ray;The Elder Scrolls V: Skyrim;1982-07-22
Ryder Wood;Get Packed;2003-02-20
Britanney Hardin;Wolfenstein: Youngblood;1989-10-04
Allistair Lynn;Dark Messiah of Might and Magic;1968-12-25
Velma Stuart;Resident Evil 7: biohazard - Banned Footage Vol. 1;1950-01-14
Joy French;Dance Dance Revolution Extreme 2;2002-10-03
Linda Mays;Rogue Trooper: Quartz Zone Massacre;2001-08-20
Hammett Mcguire;Minecraft: Story Mode - Episode 2: Assembly Required;1903-02-26
Craig Mccarthy;Blur;1901-02-10
Lacey Smith;BioShock Infinite: Burial at Sea - Episode One;1921-03-24
Keane Valdez;Super Bust-A-Move;1922-03-29
Petra Glass;Stranger;1978-04-09
Caryn Harrell;Hatoful Boyfriend;1943-06-27
Garrett Gilmore;Total War: WARHAMMER II - Rise of the Tomb Kings;1904-08-23
Vielka French;Major League Baseball 2K6;1960-02-24
Kirsten Bender;Spy Hunter;2021-02-12
Sandra Baxter;Echo: Secrets of the Lost Cavern;1972-02-21
Henry Osborne;Persona 5 Royal;1987-12-05
Harper Sullivan;Darksiders III;1928-04-08
Stephanie Pacheco;Dark Sector;1971-09-24
Elton Mack;Resogun: Defenders;2013-12-04
Kessie Garza;Harry Potter and the Prisoner of Azkaban;1936-12-25
Bertha Rosario;Codename Panzers: Cold War;1988-01-02
Xavier Dunn;Polar Panic;1969-02-28
Jesse Schmidt;Dark Devotion;1907-10-14
Garrett Gilmore;Space Force: Rogue Universe;1979-06-12
Angelica George;Stories: The Path of Destinies;1955-12-12
Azalia Mckenzie;Mafia: Definitive Edition;1952-07-03
Ariana Stout;Code:Realize - Guardian of Rebirth;1974-10-26
Cally Owen;Finding Nemo;2010-08-05
Barry Burnett;College Hoops 2K7;1954-12-10
Denton Holmes;Wolfenstein II: The New Colossus;1975-07-07
Gage Gates;Braid;1911-02-25
Bree Banks;Windscape;2004-03-30
Kay Chambers;Whirl Tour;1903-01-11
Leilani Stein;UFC: Sudden Impact;1944-02-17
Brooke Manning;Scooby-Doo! Night of 100 Frights;1997-09-25
Faith Richard;Tim Burton's The Nightmare Before Christmas: Oogie's Revenge;1900-07-25
Felix Mitchell;Valfaris;1985-06-08
Bertha Rosario;The Missing: JJ Macfield and the Island of Memories;1977-06-20
Desiree Heath;Hotline Miami Collection;1965-05-27
Kamal Talley;Exit 2;1969-02-26
Jonas Whitfield;Red Steel 2;1983-10-03
Thor Meadows;Disgaea: Afternoon of Darkness;2020-10-10
Hoyt Goodman;Warriors All-Stars;1915-02-01
Bertha Rosario;Borderlands: The Secret Armory of General Knoxx;1958-11-25
Craig Mccarthy;Metal Gear Acid 2;1963-05-08
Keane White;Ruiner;1901-10-16
Demetria Webster;Dariusburst: Chronicle Saviours;1993-11-14
Emery Hull;Shaman King: Power of Spirit;1910-03-29
Shaine Parsons;Orcs Must Die!;1988-03-15
Xavier Dunn;Hatoful Boyfriend;1957-01-16
Walter Nolan;Destiny 2: Forsaken;1909-06-11
Lara Strong;Need for Speed Most Wanted;1963-07-29
Beck Adams;The Perils of Man;1997-07-01
Charde Salinas;Conflict: Desert Storm;1971-07-19
Henry Osborne;Etherlords II;1902-02-21
Malcolm Hoover;Fatal Frame III: The Tormented;1968-09-30
Britanney Hardin;Dawn of Discovery;2015-06-24
Hanna Foster;Diner Dash;1955-09-26
Kiona Rosario;Rack N Ruin;1917-08-17
Maryam Chan;Ecco the Dolphin: Defender of the Future;1966-05-22
Uta Hodge;Batman: Arkham Knight;1994-08-19
Nigel Carter;NHL FaceOff 2001;1954-08-05
Adam Cabrera;Mat Hoffman's Pro BMX;1921-01-27
Pamela Harvey;Through the Woods;1985-02-11
Graham Mosley;Burnout Dominator;1959-07-20
Dylan Hutchinson;Maximum Capacity: Hotel Giant;1987-10-01
Alfreda Melton;Smashbox Arena;1932-10-01
Elmo Key;FRACT OSC;1963-04-13
Otto Roach;Edna & Harvey: The Breakout - 10th Anniversary Edition;1957-09-11
Shaine Parsons;Driver: San Francisco;1956-09-04
Aretha Carpenter;Dino Frontier;2010-02-21
Bruno Workman;King's Quest Chapter 1: A Knight to Remember;2020-06-15
Isadora Collier;Pokemon Quest;2002-08-01
Samantha Kidd;Missile Command;1916-07-25
Scarlet Farmer;Ticket to Ride;1905-04-05
Maia Cantu;Project X Zone;1969-12-13
Ferris Willis;Dragon's Dogma: Dark Arisen;1954-03-27
Asher Burton;Stellaris: Utopia;1950-01-27
Ivana Morgan;NCAA Football 14;2003-08-13
Carter Bryan;FIFA Soccer 08;2016-03-27
Macaulay Burch;Laser Squad Nemesis;1925-09-24
Igor Mcfarland;Assassin's Creed II;1951-11-15
Priscilla Cervantes;Castle Crashers Remastered;1973-08-26
Desiree Lindsay;Fable Fortune;1932-08-04
Alan Cox;Mario Golf;1935-03-05
Denise Larsen;Game of Thrones: Episode Six - The Ice Dragon;1922-07-14
Lee Bishop;Naruto: Ultimate Ninja Storm;1986-04-01
Brendan Vaughan;Racing Gears Advance;1945-06-10
Harriet Bush;Banjo-Tooie;2020-04-05
Jescie Schroeder;Assassin's Creed III Remastered;1996-04-23
Haley Duncan;Stormrise;1946-06-21
Griffin Whitney;Driver: San Francisco;1924-04-24
Melinda Mills;XCOM 2 Collection;1989-06-21
Isabella Schwartz;NBA Ballers;2000-01-22
Honorato Olsen;TOCA Race Driver 3;1912-01-01
Finn Barrera;We. The Revolution;1966-03-10
Craig Mccarthy;They Are Billions;1924-06-11
Benedict Blair;Mass Effect 2: Kasumi - Stolen Memory;2017-07-09
Nora Wright;Frogger Helmet Chaos;1922-01-15
Tyrone Sharp;King's Quest Chapter 2: Rubble Without a Cause;1994-05-14
Scarlet Farmer;Crimecraft: Bleedout;2010-02-26
Gage Gates;Power Rangers Super Megaforce;1926-05-04
Kimberley Cannon;VirtuaVerse;1915-01-16
Tad Albert;Tom Clancy's Ghost Recon Advanced Warfighter;1910-04-23
Amy Harris;Skullgirls;1954-12-19
Maisie Hodge;The Inner World;1922-04-18
Boris Hurst;DOOM Eternal: The Ancient Gods Part One;1991-05-13
Hayden Hunter;Persona 4 Arena;1923-06-14
Serena James;Crysis 2;1970-07-22
Griffith Weiss;Harvest Moon 3D: The Tale of Two Towns;1942-03-09
Demetrius Vang;NCAA March Madness 08;1910-09-13
Maisie Ballard;Ice Age;1977-04-05
Yael Livingston;DICE: DNA Integrated Cybernetic Enterprises;1907-02-07
Raphael Meyers;SiN Episodes: Emergence;2019-05-22
Ulysses Ramos;Virtua Tennis 2009;1952-02-03
Mona Pearson;Team Sonic Racing;1901-01-11
Andrew Bryan;Street Fighter X Tekken;2000-09-06
Callum Stevenson;Etrian Odyssey III: The Drowned City;1959-07-02
Lacey Brady;Horizon Chase Turbo;2020-02-22
Stella Harris;ACA NeoGeo: Shock Troopers;1933-01-17
Kieran Nieves;Jade Empire: Special Edition;1982-09-10
Cameron Johnson;Kinect Sports Rivals;1960-12-06
Hannah Wynn;Night Call;1951-02-09
Ezra Franklin;Fight Night Round 4;2010-01-21
Naida Rosales;Magnetic: Cage Closed;1939-04-08
Paloma Miranda;Hypnospace Outlaw;1955-05-13
Gary Fuller;Dark Void;1931-11-11
Lev Kelley;Criminal Girls 2: Party Favors;1994-10-27
Zeus Mcmillan;Heroes of the Pacific;1943-11-27
Cade Whitehead;Lego Star Wars II: The Original Trilogy;1961-04-11
Hanna Walker;Freedom Fighters;1921-06-07
Curran Aguilar;Legion;1979-03-16
Bert Cantrell;RiftStar Raiders;1987-04-08
Lacey Brady;Mario & Sonic at the Sochi 2014 Olympic Winter Games;1958-12-26
Nita Abbott;Magnetica;1979-02-22
Mason Miranda;Beyond: Two Souls;1988-08-13
Selma Gilmore;Soldier of Fortune;2009-02-23
Jaden Acevedo;Outland;1953-04-17
Herman Crosby;PONCHO;1914-04-15
Warren Hunter;Space Invaders Get Even;1965-03-29
Stella Harris;Not Tonight;1965-04-28
Lacey Smith;Remnant: From the Ashes - Swamps of Corsus;1913-10-25
Hanna Walker;Dustforce;1924-03-03
Jessamine O'brien;Spy Hunter: Nowhere to Run;2022-08-09
Halee Jacobson;Yu-Gi-Oh! Legacy of the Duelist: Link Evolution;1984-04-24
Cameran Cain;Code of Princess EX;2020-11-22
Demetrius Vang;DEXED;1931-09-26
Barry Burnett;Forza Horizon 3;1956-04-13
Dorian Gaines;Mega Man X7;1913-10-19
Declan Bradshaw;MotoGP 09/10;1997-09-14
Madaline Montoya;Thief;1998-11-22
Sheila Oliver;Batman: The Telltale Series - Episode 4: Guardian of Gotham;1932-03-11
Howard Baird;Madden NFL 2001;1961-05-28
Simon Cooke;Marvel: Ultimate Alliance 2;1965-02-25
Addison Valdez;Serious Sam HD: The First Encounter;1951-05-22
Maia Fitzpatrick;Freedom Fighters;2007-12-26
Ronan Chase;Coast Guard;2010-02-19
Angelica Hardy;Dragon Quest IV: Chapters of the Chosen;1925-06-13
Lawrence Dickerson;Swashbucklers: Blue vs. Grey;1966-05-21
Uta Hodge;Yomawari: The Long Night Collection;1952-05-09
Adria Griffin;Mario vs. Donkey Kong;1948-09-04
Pearl Bishop;Pid;1914-08-12
Lee Bishop;Prince of Persia: The Two Thrones;1919-11-20
Lacey Smith;SimCity 4;2013-06-08
Serena Palmer;The 3rd Birthday;1993-09-12
Bree Banks;Jet X2O;1980-06-28
Buffy Sweet;FTL: Faster Than Light;2019-06-27
Jackson Maddox;Tom Clancy's Splinter Cell 3D;1911-02-23
Dustin Francis;Need for Speed: Hot Pursuit;1927-10-08
Reese Wilcox;Bakugan Battle Brawlers;1909-05-28
Gareth Edwards;Disgaea 4 Complete+;1959-03-10
Kermit Knapp;Brutal Legend;2008-01-26
Pearl Bishop;Enchanted Arms;1931-07-03
Angelica George;Persona 4 Arena Ultimax;1945-09-18
Faith Richard;The Caligula Effect;1902-09-12
Adria Bowers;Pride of Nations;2015-01-11
Stone England;The Fidelio Incident;1966-06-04
Otto Roach;Resident Evil 2;1939-10-24
Kathleen Puckett;Awesomenauts Assemble!;1920-09-04
Demetria Mooney;GRID 2;2010-02-22
Boris Hurst;Transformers: Fall of Cybertron;1937-02-21
Emery Hull;Namco Museum: Virtual Arcade;1960-01-03
Melissa Lopez;Ford Racing 3;1976-10-06
Kimberley Cannon;The Urbz: Sims in the City;1949-01-14
Denise Johnson;Galak-Z: Variant S;1936-09-02
Faith Bray;Captain America: Super Soldier;1985-10-13
Mariam Harrison;Real Myst;1910-03-06
Desiree Rush;Chaos Code: New Sign of Catastrophe;1995-02-23
Dorothy Park;Fury;1903-07-04
Hu Nguyen;Call of Duty 3;2011-03-16
Violet Gordon;Titan Souls;1993-02-21
Ursa Martin;A Total War Saga: Thrones of Britannia;1918-11-18
Bethany Mills;SpinTires;1957-10-18
Holmes Fulton;MLB Slugfest 20-03;1982-08-02
Simon Holland;Divinity II: The Dragon Knight Saga;1985-07-14
Nita Abbott;The Last Remnant Remastered;1917-10-28
Keane Valdez;Tales From The Borderlands: Episode 4 - Escape Plan Bravo;1920-02-15
Fleur Wolfe;Fatal Inertia EX;2015-12-27
Deirdre Benson;Spartan: Total Warrior;1925-05-06
Aurelia Stephenson;Diluvion;1982-06-23
Elliott Wilder;F-14 Tomcat;2011-02-18
Denise Johnson;NASCAR 2001;1926-12-01
Simon Holland;Classic NES Series: Castlevania;1918-08-27
Mara Juarez;Mirror's Edge;1991-04-26
Rafael Odom;Fullmetal Alchemist: Dual Sympathy;1978-08-10
Reese Wilcox;LEGO Batman 2: DC Super Heroes;1985-04-21
Sierra Guerra;Mega Man 9;1914-11-12
Neve Hinton;Tomena Sanner;1929-06-11
Carter Bryan;Tony Hawk: Shred;2010-12-31
Ivory Browning;Bombslinger;1973-03-17
Stone Witt;Alien: Isolation;1947-09-23
Vanna Phillips;Yoshi's Crafted World;2004-07-02
Kiona Rosario;Monster Truck Championship;1998-10-27
Haley Duncan;Frogger: Ancient Shadow;1966-10-01
Rafael Odom;Etrian Odyssey III: The Drowned City;1989-09-29
Lilah Campos;Ignite;1927-03-31
Adam Cabrera;Solar Shifter EX;1942-07-07
Paloma Miranda;NCAA Football 14;1911-10-01
Lacey Brady;Bear With Me: Episode 1;1957-06-29
Jesse Schmidt;They Are Billions;1925-01-15
Blaze Daniels;EA Playground;1930-04-02
Leslie Nicholson;Thomas Was Alone;1918-04-18
Gretchen Mcknight;Monster Hunter Generations;1971-03-09
Brielle Dean;Paper Sorcerer;1923-04-10
Dexter Downs;X-Men: Reign of Apocalypse;1907-01-13
Denton Holmes;Superman: The Man of Steel;1966-04-07
Pandora Bullock;Arthur and the Invisibles;1966-10-09
Veda Kelley;Dr. Mario: Miracle Cure;1935-07-09
Kathleen Puckett;Tony Hawk's Pro Skater HD;1991-03-07
Oscar Donovan;Dragon Quest XI: Echoes of an Elusive Age;1905-11-27
Isaiah Harding;Observer;1922-01-18
Hu Huff;Borderlands 2: Mr. Torgue's Campaign of Carnage;1969-12-03
Allistair Lynn;Fantasia: Music Evolved;1971-09-09
Luke Strickland;Scaler;1962-09-20
Paloma Kirkland;FIFA Manager 10;1934-10-09
Violet Gordon;TiQal;1994-08-31
Amelia Irwin;Super Meat Boy;1931-03-27
Denise Donovan;Sound Shapes;2003-12-16
Aladdin Buchanan;Tiger Woods PGA Tour 2005;1959-05-04
Vaughan Howe;The Walking Dead: Episode 4 - Around Every Corner;2022-12-18
Teagan Combs;Top Spin 4;2018-08-18
Zachary Palmer;The Council;1983-04-17
Stacey Hubbard;Ultra Street Fighter IV;1979-02-07
Emerson Jackson;The Sims 2: Open for Business;2012-09-03
Cyrus Duran;How We Soar;1983-02-22
Kylan Sosa;Silent Hill 3;1952-06-28
Abra Hull;Tom Clancy's Ghost Recon 2;1939-09-20
Zena Bright;America;1952-04-25
Ralph Patton;Farpoint;1918-05-25
Karly Kent;Magic: The Gathering - Duels of the Planeswalkers 2012;1950-06-27
Malcolm Hoover;Ogre Battle 64;1923-07-04
Jaden Acevedo;Resogun: Heroes;1996-08-25
Isadora Collier;Ice Age: Dawn of the Dinosaurs;1931-02-27
Jasper Woodard;Pinball Hall of Fame: The Williams Collection;1919-01-29
Kitra Knox;Guilty Gear Dust Strikers;1940-02-10
Jared Gibson;Panzer Paladin;1908-10-03
Evelyn Love;Submarine Titans;1906-11-06
Ruth Workman;Murder by Numbers;1929-03-21
Erin Whitney;Baten Kaitos Origins;2016-05-12
Branden Watts;Hitman 2;1967-02-04
Oscar Donovan;MegaTagmension Blanc + Neptune VS Zombies;1916-07-04
Nolan Beck;Namco Museum;2005-03-15
Howard Baird;NBA Live 16;2008-12-06
Silas Fisher;Humans Must Answer;1908-10-04
Paloma Miranda;Real War;1947-06-11
Courtney Porter;Dread Nautical;1963-01-29
Timon Stout;Cubic Ninja;1929-02-02
Neve Hinton;Dewy's Adventure;1927-10-24
Elliott Terry;Condemned: Criminal Origins;1908-03-24
Drake Lynn;Brothers in Arms: D-Day;1965-09-14
Vance Mendez;Middle-earth: Shadow of War;1919-10-04
Olivia Love;The King of Fighters: Maximum Impact - Maniax;2012-04-25
Akeem Vang;Heritage of Kings: The Settlers;2017-09-17
Benedict Blair;Out of the Park Baseball 17;1983-04-23
Emily Price;Pokemon Mystery Dungeon: Blue Rescue Team;1986-04-19
Bruno Larsen;Samurai Jack: The Amulet of Time;1975-04-29
Rhiannon Lyons;Zax: The Alien Hunter;2013-08-11
Lavinia Finch;Volume;1905-07-15
Declan Bradshaw;Dead Nation;1931-12-31
Lana Hudson;Code of Princess EX;2008-07-01
Rosalyn Russell;Prince of Persia: The Forgotten Sands;1994-07-25
Jeanette Hodge;Riviera: The Promised Land;1979-11-26
Montana Tillman;Vaporum;1978-03-09
Timon Stout;MySims Racing;1900-08-18
Lunea Byers;Ninja Gaiden Black;1920-06-14
Nigel Terry;Shadow Puppeteer;2004-02-22
Hanna Mcintyre;NCAA Football 2005;1989-10-24
Luke Strickland;Storm;1927-01-06
Jesse Goodwin;Disgaea 1 Complete;1961-07-17
Thor Vega;Comanche 4;1902-10-02
Timon Stout;Namco Museum;1986-02-01
Warren Hunter;Soldier of Fortune: Payback;1932-05-02
Elton Mack;Panzer Corps 2;1941-08-11
Benedict Barrett;L.A. Rush;1963-12-10
Ronan Chase;Implosion - Never Lose Hope;1984-07-11
Ruth Workman;WWE SmackDown vs. Raw 2011;1960-08-23
Colt Horn;Ary and the Secret of Seasons;1939-07-14
Lunea Byers;Professor Heinz Wolff's Gravity;1993-05-08
Sierra Guerra;Sid Meier's Civilization IV: Warlords;1971-01-05
Neve Hinton;The Sims: House Party;1976-06-17
Raphael Meyers;Full Spectrum Warrior: Ten Hammers;2011-05-27
Neville Baxter;Nexagon: Deathmatch;2022-10-11
Howard Baird;SMITE;1924-08-19
Keane White;Sword of the Stars;2016-01-06
Violet Gordon;Legend of the Guardians: The Owls of Ga'Hoole;1961-04-17
Buffy Sweet;True Crime: Streets of LA;1932-07-07
Kylie Sellers;Minecraft: Story Mode Season Two - Episode 1: Hero in Residence;1924-10-10
Brenden Maddox;Mega Man 9;1944-04-23
Uta Hodge;Halo Wars;1932-05-07
Uta Hodge;Broforce;1911-05-16
Heidi Ellis;Super Robot Taisen: Original Generation;2015-05-17
Abra Hampton;RONIN;1963-11-14
Walter Nolan;New Frontier Days: Founding Pioneers;1962-09-11
Carly Hartman;Theatrhythm Final Fantasy: Curtain Call;1976-10-28
Igor Mcfarland;Without Warning;1970-02-20
Ruth Workman;Sword Coast Legends;2013-09-29
Hu Nguyen;FIFA 17;1920-01-16
Ivan O'Neill;Gabriel Knight: Sins of the Fathers 20th Anniversary Edition;2017-05-14
Genevieve Leon;Shadow Complex Remastered;2021-11-09
Jena Mclaughlin;SpinTires;2010-10-30
Pamela Harvey;Conflict: Global Terror;1959-08-31
Jasper Copeland;LEGO Rock Band;2003-04-15
Quemby Case;Space Chimps;1992-04-21
Griffin Whitney;Undertale;1914-05-15
Hedda Cooke;Pac-Man Championship Edition DX;1987-10-13
Inez Mcneil;Magic: The Gathering - Duels of the Planeswalkers 2013;1937-02-24
Aline Kim;Destroy All Humans! 2;1960-12-24
Latifah Solomon;Azkend 2: The World Beneath;1984-01-17
Dorothy Park;Yakuza 4 Remastered;2012-10-18
Kamal Talley;The King of Fighters XIII;1989-03-20
Macaulay Burch;Broken Sword 5 - The Serpent's Curse;1998-01-13
Velma Stuart;4x4 EVO 2;1908-08-28
Asher Burton;Super Stardust Portable;1923-09-29
Rafael Odom;Crysis 3;1908-02-10
Isaiah Harding;Darkwood;1963-06-24
Candice Jimenez;The Legend of Spyro: A New Beginning;2009-03-06
Isabella Schwartz;Earthfall;1958-02-08
Daniel Calhoun;Wolfenstein: Youngblood;1915-10-11
Jolie Baxter;The Incredibles: Rise of the Underminer;1943-06-07
Dennis Lloyd;Fret Nice;1959-03-16
Joy French;Technic Beat;1949-08-03
Karen Small;Might & Magic: Clash of Heroes;1975-01-18
Nigel Terry;Mortal Kombat XL;1971-11-05
Serena Palmer;Rumble Racing;1980-01-06
Hannah Wynn;Dead Nation: Apocalypse Edition;1993-09-16
Vaughan Howe;ATOMIK: RunGunJumpGun;1998-01-01
Clayton Roberts;Keep Talking and Nobody Explodes;1901-05-12
Ezra Franklin;Peggle;2006-12-07
Nelle Meadows;Resogun: Defenders;2005-11-21
Emerson Jackson;The Spiderwick Chronicles;1940-05-25
Gavin Downs;Ion Assault;1945-07-31
Aline Kim;Batman: The Telltale Series - Episode 1: Realm of Shadows;1909-02-01
Brielle Dean;Kessen;2021-10-12
Marcia Madden;Ridge Racer 3D;2016-01-25
Vaughan Payne;Nevermind;2001-03-23
Barry Allen;Wings of War;1901-04-26
Boris Hurst;Amnesia: Rebirth;1998-03-13
Shaine Parsons;Little Nightmares: Complete Edition;1967-12-19
Petra Glass;Sea Life Safari;1927-09-05
Felix Parker;NBA 2K10: Draft Combine;1910-03-10
Karly Fields;Leisure Suit Larry: Magna Cum Laude;1981-12-10
Zena Bright;Ninjin: Clash of Carrots;1952-12-21
Quamar Roy;Ys: Memories of Celceta;1939-05-17
Daquan Ferrell;Jade Empire: Special Edition;2018-05-20
Avram Callahan;Mega Man Battle Network 3 White;1952-09-08
Neve Anderson;Bad Mojo: Redux;1933-01-25
Kathleen Puckett;Ape Out;1920-03-26
Danielle Campbell;Subject 13;2013-11-12
Basil Beach;Rhythm Heaven Fever;1942-10-31
Xavier Hartman;Neverending Nightmares;1969-09-07
Chadwick Watkins;Worms 3D;1922-11-29
Graiden Garrison;SOCOM: U.S. Navy SEALs Fireteam Bravo 3;1984-06-16
Alyssa Stein;Scaler;1979-08-21
Isadora Collier;The Tiny Bang Story;1903-07-26
Kessie Garza;The Banner Saga;1907-10-10
Portia Mcmillan;The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running;2005-09-26
Karly Fields;Onimusha: Warlords;2016-04-09
Amy Harris;Mario Pinball Land;1997-10-24
Kylie Sellers;Freaky Flyers;1920-09-27
Cassady Merritt;Disco Dodgeball Remix;1962-05-25
Kimberley Cannon;The Sims 2 Apartment Life;1957-07-10
Hayden Hunter;The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies;1952-04-17
